,Id,MSSubClass,LotFrontage,LotArea,Alley,LotShape,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice
1151,1152,20,134.0,17755,,Reg,Gtl,Edwards,1Story,5,4,1959,1959,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176.0,Unf,0.0,1290.0,TA,Y,1466,0,0,1466,0.0,0.0,1,1,3,1,Fa,Typ,2,Gd,Attchd,1959.0,Fin,528.0,TA,TA,0,140,0,0,100,0,,,,0,11,2006,149900.0
1152,1153,20,90.0,14115,,IR1,Gtl,Crawfor,1Story,6,7,1956,2004,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,296.0,GLQ,547.0,230.0,Ex,Y,1811,0,0,1811,0.0,0.0,1,0,2,1,Ex,Typ,1,Gd,Attchd,1956.0,Fin,470.0,TA,TA,0,0,280,0,0,0,,,,0,7,2006,230000.0
1153,1154,30,,5890,,Reg,Gtl,IDOTRR,1Story,6,8,1930,2007,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538.0,Unf,0.0,278.0,Ex,Y,816,0,0,816,0.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,2002.0,Unf,432.0,TA,TA,0,0,96,0,0,0,,,,0,6,2008,120500.0
1154,1155,60,,13700,,IR1,Gtl,NAmes,2Story,7,6,1965,1988,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454.0,Unf,0.0,410.0,TA,Y,902,918,0,1820,0.0,0.0,1,2,4,1,Gd,Typ,2,Gd,Attchd,1965.0,Unf,492.0,TA,TA,60,84,0,0,273,0,,GdPrv,,0,5,2008,201800.0
1155,1156,20,90.0,10768,,IR1,Gtl,Veenker,1Story,5,8,1976,2004,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157.0,Unf,0.0,280.0,TA,Y,1437,0,0,1437,1.0,0.0,2,0,3,1,Gd,Typ,1,Fa,Attchd,1976.0,RFn,528.0,TA,TA,0,21,0,0,180,0,,,,0,7,2007,218000.0
1156,1157,80,85.0,9350,,Reg,Gtl,NAmes,SLvl,5,8,1965,1999,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633.0,Unf,0.0,586.0,Gd,Y,1265,0,0,1265,0.0,1.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,1965.0,RFn,502.0,TA,TA,0,92,0,96,0,0,,MnPrv,,0,10,2008,179900.0
1157,1158,120,34.0,5001,,IR1,Gtl,NridgHt,1Story,7,5,2007,2008,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,410.0,Ex,Y,1314,0,0,1314,1.0,0.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,2008.0,RFn,626.0,TA,TA,172,62,0,0,0,0,,,,0,7,2009,230000.0
1158,1159,20,92.0,11932,,Reg,Gtl,Somerst,1Story,8,5,2007,2008,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1580.0,Ex,Y,1580,0,0,1580,0.0,0.0,2,0,3,1,Gd,Typ,0,,Attchd,2008.0,RFn,830.0,TA,TA,0,24,0,0,0,0,,,,0,6,2008,235128.0
1159,1160,60,76.0,9120,,Reg,Gtl,NWAmes,2Story,6,6,1974,1974,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442.0,Unf,0.0,459.0,TA,Y,943,933,0,1876,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,1974.0,RFn,540.0,Gd,TA,0,69,0,0,0,0,,,,0,7,2008,185000.0
1160,1161,160,24.0,2280,,Reg,Gtl,NPkVill,2Story,6,5,1978,1978,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311.0,Unf,0.0,544.0,Fa,Y,855,601,0,1456,0.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,1978.0,Unf,440.0,TA,TA,26,0,0,0,0,0,,,,0,7,2010,146000.0
1161,1162,20,,14778,,IR1,Gtl,Crawfor,1Story,6,7,1954,2006,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0.0,568.0,Ex,Y,1640,0,0,1640,1.0,0.0,1,0,3,1,Gd,Typ,1,Gd,Detchd,1993.0,Unf,924.0,TA,TA,108,0,0,216,0,0,,,,0,11,2008,224000.0
1162,1163,20,109.0,8724,,Reg,Gtl,Sawyer,1Story,5,5,1968,1968,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492.0,Unf,0.0,402.0,Gd,Y,894,0,0,894,0.0,0.0,1,0,3,1,TA,Typ,1,Po,Attchd,1968.0,Fin,450.0,TA,TA,0,0,0,0,0,0,,,,0,5,2007,129000.0
1163,1164,90,60.0,12900,,Reg,Gtl,Sawyer,SFoyer,4,4,1969,1969,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198.0,Unf,0.0,0.0,TA,Y,1258,0,0,1258,2.0,0.0,0,2,0,2,TA,Typ,0,,CarPort,1969.0,Unf,400.0,Fa,TA,120,0,0,0,0,0,,,,0,1,2008,108959.0
1164,1165,80,,16157,,IR1,Gtl,Veenker,SLvl,5,7,1978,1978,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680.0,Rec,391.0,289.0,Ex,Y,1432,0,0,1432,1.0,0.0,1,1,2,1,Gd,Typ,1,TA,Attchd,1978.0,Unf,588.0,TA,TA,168,180,0,0,0,0,,,,0,6,2007,194000.0
1165,1166,20,79.0,9541,,IR1,Gtl,NridgHt,1Story,7,5,2009,2009,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1502.0,Ex,Y,1502,0,0,1502,0.0,0.0,2,0,3,1,Gd,Typ,0,,Attchd,2009.0,RFn,644.0,TA,TA,0,114,0,0,0,0,,,,0,9,2009,233170.0
1166,1167,20,64.0,10475,,IR1,Gtl,CollgCr,1Story,8,5,2008,2008,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1694.0,Ex,Y,1694,0,0,1694,0.0,0.0,2,0,3,1,Gd,Typ,0,,Attchd,2008.0,RFn,776.0,TA,TA,160,33,0,0,0,0,,,,0,2,2010,245350.0
1167,1168,60,58.0,10852,,IR1,Gtl,Gilbert,2Story,6,5,2000,2000,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,173.0,Ex,Y,959,712,0,1671,1.0,0.0,2,1,3,1,TA,Typ,1,TA,Attchd,2000.0,Fin,472.0,TA,TA,0,38,0,0,0,0,,,,0,2,2006,173000.0
1168,1169,70,120.0,13728,,Reg,Gtl,Edwards,2Story,6,7,1935,1986,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,501.0,Ex,Y,1236,872,0,2108,0.0,0.0,2,0,4,1,Gd,Typ,2,TA,Basment,1935.0,Unf,540.0,TA,TA,0,0,0,0,90,0,,,,0,7,2008,235000.0
1169,1170,60,118.0,35760,,IR1,Gtl,NoRidge,2Story,10,5,1995,1996,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387.0,Unf,0.0,543.0,Ex,Y,1831,1796,0,3627,1.0,0.0,3,1,4,1,Gd,Typ,1,TA,Attchd,1995.0,Fin,807.0,TA,TA,361,76,0,0,0,0,,,,0,7,2006,625000.0
1170,1171,80,76.0,9880,,Reg,Gtl,Mitchel,SLvl,6,6,1977,1977,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522.0,Unf,0.0,574.0,TA,Y,1118,0,0,1118,1.0,0.0,1,0,3,1,TA,Typ,1,Po,Attchd,1977.0,Fin,358.0,TA,TA,203,0,0,0,0,576,Gd,GdPrv,,0,7,2008,171000.0
1171,1172,20,76.0,9120,,Reg,Gtl,NAmes,1Story,6,6,1958,1958,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662.0,Unf,0.0,599.0,Ex,Y,1261,0,0,1261,1.0,0.0,1,0,3,1,TA,Typ,1,TA,Attchd,1958.0,RFn,433.0,TA,TA,0,0,0,0,288,0,,,Shed,1400,11,2008,163000.0
1172,1173,160,35.0,4017,Pave,IR1,Gtl,Somerst,2Story,7,5,2006,2007,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,625.0,Ex,Y,625,625,0,1250,0.0,0.0,2,1,2,1,Gd,Typ,0,,Detchd,2006.0,Fin,625.0,TA,TA,0,54,0,0,0,0,,,,0,3,2008,171900.0
1173,1174,50,138.0,18030,,IR1,Gtl,ClearCr,1.5Fin,5,6,1946,1994,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,152.0,BLQ,469.0,977.0,TA,Y,1636,971,479,3086,0.0,0.0,3,0,3,1,Ex,Maj1,1,Gd,,,,0.0,,,122,0,0,0,0,0,,MnPrv,,0,3,2007,200500.0
1174,1175,70,80.0,16560,,IR1,Gtl,Crawfor,2Story,6,8,1932,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503.0,Unf,0.0,449.0,TA,Y,1170,1175,0,2345,0.0,0.0,2,1,4,1,TA,Typ,1,Gd,Detchd,1932.0,Unf,360.0,TA,TA,0,0,0,0,0,0,,,,0,7,2006,239000.0
1175,1176,50,85.0,10678,,Reg,Gtl,NoRidge,1.5Fin,8,5,1992,2000,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,983.0,Ex,Y,2129,743,0,2872,0.0,0.0,2,1,4,1,Gd,Typ,1,TA,Attchd,1992.0,Fin,541.0,TA,TA,0,33,0,0,0,0,,,,0,4,2007,285000.0
1176,1177,20,37.0,6951,,IR1,Gtl,Mitchel,1Story,5,5,1984,1985,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658.0,Unf,0.0,218.0,TA,Y,923,0,0,923,1.0,0.0,1,0,3,1,TA,Typ,0,,Attchd,1984.0,Unf,264.0,TA,TA,362,0,0,0,0,0,,MnPrv,,0,10,2008,119500.0
1177,1178,50,,3950,Grvl,Reg,Gtl,OldTown,1.5Fin,6,8,1926,2004,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,350.0,TA,Y,818,406,0,1224,0.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,1926.0,Unf,210.0,TA,TA,0,0,116,0,0,0,,,,0,12,2009,115000.0
1178,1179,50,54.0,7681,,IR1,Gtl,Crawfor,1.5Fin,5,6,1921,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,731.0,Ex,Y,820,523,0,1343,0.0,0.0,1,1,3,1,TA,Typ,1,Gd,Detchd,1921.0,Unf,186.0,Fa,TA,192,0,102,0,0,0,,,,0,7,2009,154900.0
1179,1180,20,77.0,8335,,Reg,Gtl,Edwards,1Story,5,5,1954,1954,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,Gd,Y,1124,0,0,1124,0.0,0.0,1,0,3,1,TA,Min2,1,Gd,,,,0.0,,,0,36,190,0,0,0,,,,0,4,2006,93000.0
1180,1181,60,,11170,,IR2,Gtl,Timber,2Story,7,5,1990,1991,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216.0,Unf,0.0,0.0,Ex,Y,1298,1216,0,2514,0.0,0.0,2,1,4,1,TA,Typ,0,,Attchd,1990.0,Fin,693.0,TA,TA,0,0,0,0,0,0,,GdPrv,,0,4,2006,250000.0
1181,1182,120,64.0,5587,,IR1,Mod,Crawfor,1Story,8,5,2008,2008,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480.0,Unf,0.0,120.0,Ex,Y,1652,0,0,1652,1.0,1.0,2,0,2,1,Gd,Typ,1,Gd,Attchd,2008.0,Fin,482.0,TA,TA,162,53,0,153,0,0,,,,0,11,2008,392500.0
1182,1183,60,160.0,15623,,IR1,Gtl,NoRidge,2Story,10,5,1996,1996,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096.0,Unf,0.0,300.0,Ex,Y,2411,2065,0,4476,1.0,0.0,3,1,4,1,Ex,Typ,2,TA,Attchd,1996.0,Fin,813.0,TA,TA,171,78,0,0,0,555,Ex,MnPrv,,0,7,2007,745000.0
1183,1184,30,60.0,10800,Grvl,Reg,Gtl,OldTown,1Story,5,6,1920,1950,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821.0,Unf,0.0,299.0,Ex,Y,1130,0,0,1130,1.0,0.0,1,0,2,1,TA,Typ,1,Gd,Detchd,1970.0,Unf,720.0,TA,TA,229,0,0,0,0,0,,,,0,6,2006,120000.0
1184,1185,20,50.0,35133,,Reg,Mod,Timber,1Story,5,4,1963,1963,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159.0,Unf,0.0,413.0,Gd,Y,1572,0,0,1572,1.0,0.0,1,1,3,1,TA,Typ,2,TA,2Types,1963.0,RFn,995.0,TA,TA,0,263,0,0,263,0,,,,0,5,2007,186700.0
1185,1186,50,60.0,9738,,Reg,Gtl,Edwards,1.5Fin,5,7,1924,1950,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392.0,Unf,0.0,392.0,Gd,Y,949,272,0,1221,1.0,0.0,1,0,4,1,TA,Typ,0,,Attchd,1965.0,Unf,392.0,TA,TA,0,0,236,0,0,0,,,,0,3,2006,104900.0
1186,1187,190,107.0,10615,,IR1,Mod,OldTown,2Story,3,5,1900,1970,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440.0,Unf,0.0,538.0,TA,Y,1014,685,0,1699,1.0,0.0,2,0,3,2,TA,Typ,0,,CarPort,1920.0,Unf,420.0,Fa,Fa,0,74,0,0,0,0,,,,0,8,2009,95000.0
1187,1188,20,89.0,12461,,Reg,Gtl,NoRidge,1Story,8,5,1994,1995,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456.0,Unf,0.0,168.0,Ex,Y,1624,0,0,1624,1.0,0.0,2,0,2,1,Gd,Typ,1,Fa,Attchd,1994.0,RFn,757.0,TA,TA,0,114,192,0,0,0,,GdPrv,,0,7,2006,262000.0
1188,1189,60,68.0,8935,,IR1,Gtl,CollgCr,2Story,7,5,2002,2002,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,831.0,Ex,Y,831,829,0,1660,0.0,0.0,2,1,3,1,Gd,Typ,0,,Attchd,2002.0,RFn,493.0,TA,TA,144,68,0,0,0,0,,,,0,7,2009,195000.0
1189,1190,60,60.0,7500,,Reg,Gtl,Gilbert,2Story,7,5,1999,1999,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,994.0,Gd,Y,1028,776,0,1804,0.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,1999.0,Fin,442.0,TA,TA,140,60,0,0,0,0,,,,0,6,2010,189000.0
1190,1191,190,,32463,,Reg,Mod,Mitchel,1Story,4,4,1961,1975,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159.0,Unf,0.0,90.0,Ex,Y,1622,0,0,1622,1.0,0.0,1,0,3,1,TA,Typ,1,TA,2Types,1975.0,Fin,1356.0,TA,TA,439,0,0,0,0,0,,,,0,3,2007,168000.0
1191,1192,160,24.0,2645,Pave,Reg,Gtl,Somerst,2Story,8,5,1999,2000,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,776.0,Ex,Y,764,677,0,1441,0.0,0.0,2,1,2,1,Gd,Typ,0,,Detchd,1999.0,Unf,492.0,TA,TA,206,0,0,0,0,0,,,,0,11,2007,174000.0
1192,1193,50,60.0,9600,Grvl,Reg,Gtl,OldTown,1.5Fin,5,8,1925,1994,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0.0,702.0,Gd,Y,842,630,0,1472,0.0,0.0,1,0,3,1,Gd,Typ,0,,Detchd,1925.0,Unf,250.0,TA,Fa,0,0,84,0,0,0,,GdWo,,0,7,2007,125000.0
1193,1194,120,,4500,,Reg,Gtl,Mitchel,1Story,6,5,1999,1999,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883.0,Unf,0.0,341.0,Ex,Y,1224,0,0,1224,1.0,0.0,2,0,2,1,TA,Typ,0,,Attchd,1999.0,Fin,402.0,TA,TA,0,304,0,0,0,0,,,,0,6,2009,165000.0
1194,1195,60,80.0,9364,,Reg,Gtl,Sawyer,2Story,6,7,1969,1969,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371.0,Unf,0.0,292.0,TA,Y,663,689,0,1352,0.0,0.0,1,1,4,1,TA,Typ,0,,Attchd,1969.0,Fin,299.0,TA,TA,379,36,0,0,0,0,,MnPrv,,0,3,2010,158000.0
1195,1196,60,51.0,8029,,IR1,Gtl,Gilbert,2Story,6,5,2005,2005,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,Ex,Y,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,Typ,0,,Attchd,2005.0,Fin,400.0,TA,TA,100,24,0,0,0,0,,,,0,7,2008,176000.0
1196,1197,60,58.0,14054,,IR1,Gtl,Gilbert,2Story,7,5,2006,2006,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,879.0,Ex,Y,879,984,0,1863,0.0,0.0,2,1,4,1,Gd,Typ,1,Gd,BuiltIn,2006.0,Fin,660.0,TA,TA,100,17,0,0,0,0,,,,0,11,2006,219210.0
1197,1198,75,65.0,8850,,IR1,Gtl,OldTown,2.5Unf,7,6,1916,1950,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,815.0,Ex,Y,815,875,0,1690,0.0,0.0,1,0,3,1,TA,Typ,1,Gd,Detchd,1916.0,Unf,225.0,TA,TA,0,0,330,0,0,0,,,,0,7,2006,144000.0
1198,1199,20,70.0,9100,,Reg,Gtl,CollgCr,1Story,7,5,2001,2001,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1212.0,Ex,Y,1212,0,0,1212,0.0,0.0,2,0,3,1,Gd,Typ,0,,Attchd,2001.0,RFn,573.0,TA,TA,356,0,0,0,0,0,,,,0,6,2009,178000.0
1199,1200,20,75.0,11235,,Reg,Gtl,Sawyer,1Story,4,5,1963,1979,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,547.0,Unf,0.0,504.0,Gd,Y,1382,0,0,1382,0.0,0.0,1,1,3,1,TA,Typ,1,Po,Attchd,1974.0,Unf,459.0,TA,TA,0,82,0,0,0,0,,,,0,10,2006,148000.0
1200,1201,20,71.0,9353,,Reg,Gtl,NAmes,1Story,4,5,1970,1970,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,864.0,Gd,Y,864,0,0,864,0.0,0.0,1,0,3,1,TA,Typ,0,,Attchd,1972.0,Unf,280.0,TA,TA,0,0,0,0,0,0,,,Shed,0,7,2006,116050.0
1201,1202,60,80.0,10400,,Reg,Gtl,CollgCr,2Story,7,5,1998,1998,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,866.0,Ex,Y,866,913,0,1779,0.0,0.0,2,1,3,1,Gd,Typ,0,,Attchd,1998.0,RFn,546.0,TA,TA,198,36,0,0,0,0,,,,0,3,2009,197900.0
1202,1203,50,50.0,6000,,Reg,Gtl,BrkSide,1.5Fin,5,8,1925,1997,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,Ex,Y,884,464,0,1348,1.0,0.0,1,0,3,1,TA,Typ,1,Fa,Detchd,1960.0,Unf,216.0,TA,TA,0,0,208,0,0,0,,,,0,5,2009,117000.0
1203,1204,20,75.0,9750,,Reg,Gtl,CollgCr,1Story,7,5,2000,2001,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1630.0,Ex,Y,1630,0,0,1630,0.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,2000.0,Unf,451.0,TA,TA,74,234,0,0,0,0,,,,0,10,2009,213000.0
1204,1205,20,78.0,10140,,Reg,Gtl,NWAmes,1Story,5,6,1975,1975,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788.0,Unf,0.0,268.0,Ex,Y,1074,0,0,1074,1.0,0.0,1,1,3,1,TA,Typ,0,,Attchd,1975.0,RFn,495.0,TA,TA,0,88,0,0,0,0,,MnPrv,,0,7,2006,153500.0
1205,1206,20,90.0,14684,,IR1,Gtl,SawyerW,1Story,7,7,1990,1991,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485.0,BLQ,177.0,1496.0,Gd,Y,2196,0,0,2196,0.0,0.0,2,0,3,1,Gd,Typ,1,TA,Attchd,1990.0,RFn,701.0,TA,TA,84,70,0,0,0,0,,,,0,6,2009,271900.0
1206,1207,20,,8900,,Reg,Gtl,SawyerW,1Story,4,4,1966,1966,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056.0,Unf,0.0,0.0,TA,Y,1056,0,0,1056,1.0,0.0,1,0,2,1,TA,Typ,0,,Detchd,1966.0,Unf,384.0,TA,TA,0,42,0,0,0,0,,MnPrv,,0,11,2006,107000.0
1207,1208,20,70.0,9135,,Reg,Gtl,CollgCr,1Story,6,5,2003,2003,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,Unf,0.0,1342.0,Ex,Y,1700,0,0,1700,1.0,0.0,2,0,3,1,Gd,Typ,0,,Attchd,2003.0,RFn,544.0,TA,TA,192,23,0,0,0,0,,,,0,5,2006,200000.0
1208,1209,20,70.0,7763,,Reg,Gtl,NAmes,1Story,5,7,1962,1980,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504.0,BLQ,108.0,319.0,TA,Y,1283,0,0,1283,1.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,1980.0,Unf,506.0,TA,TA,0,0,0,0,0,0,,,,0,10,2008,140000.0
1209,1210,20,85.0,10182,,IR1,Gtl,Somerst,1Story,8,5,2006,2006,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220.0,Unf,0.0,440.0,Ex,Y,1660,0,0,1660,1.0,0.0,2,0,3,1,Gd,Typ,1,Gd,Attchd,2006.0,RFn,500.0,TA,TA,322,50,0,0,0,0,,,,0,5,2006,290000.0
1210,1211,60,70.0,11218,,Reg,Gtl,SawyerW,2Story,6,5,1992,1992,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1055.0,Ex,Y,1055,790,0,1845,0.0,0.0,2,1,3,1,Gd,Typ,1,TA,Attchd,1992.0,RFn,462.0,TA,TA,635,104,0,0,0,0,,GdPrv,Shed,400,5,2010,189000.0
1211,1212,50,152.0,12134,,IR1,Mod,Gilbert,1.5Fin,8,7,1988,2005,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,427.0,Unf,0.0,132.0,Gd,Y,1080,672,0,1752,0.0,0.0,2,0,4,1,TA,Typ,0,,Basment,1988.0,RFn,492.0,TA,TA,325,12,0,0,0,0,,,,0,6,2010,164000.0
1212,1213,30,50.0,9340,,Reg,Gtl,Edwards,1Story,4,6,1941,1950,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344.0,Unf,0.0,328.0,TA,Y,672,0,0,672,1.0,0.0,1,0,2,1,TA,Typ,0,,Attchd,1941.0,Unf,234.0,TA,TA,0,113,0,0,0,0,,,,0,8,2009,113000.0
1213,1214,80,,10246,,IR1,Gtl,Sawyer,SLvl,4,9,1965,2001,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648.0,Unf,0.0,0.0,Ex,Y,960,0,0,960,1.0,1.0,0,0,0,1,TA,Typ,0,,Attchd,1965.0,Unf,364.0,TA,TA,88,0,0,0,0,0,,,,0,5,2006,145000.0
1214,1215,85,69.0,10205,,IR1,Gtl,NAmes,SFoyer,5,5,1962,1962,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,784.0,Unf,0.0,141.0,TA,Y,999,0,0,999,1.0,0.0,1,0,3,1,TA,Typ,0,,Attchd,1962.0,Unf,300.0,TA,TA,150,72,0,0,0,0,,,,0,5,2006,134500.0
1215,1216,20,99.0,7094,,IR1,Gtl,Sawyer,1Story,5,5,1966,1966,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,180.0,LwQ,374.0,340.0,TA,Y,894,0,0,894,0.0,0.0,1,0,3,1,TA,Typ,0,,Detchd,1966.0,RFn,384.0,TA,TA,0,0,0,0,0,0,,MnPrv,,0,5,2007,125000.0
1216,1217,90,68.0,8930,,Reg,Gtl,Sawyer,1.5Fin,6,5,1978,1978,VinylSd,VinylSd,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,TA,Y,1318,584,0,1902,0.0,0.0,2,0,4,2,TA,Typ,0,,Attchd,1978.0,Unf,539.0,TA,TA,0,0,0,0,0,0,,,,0,4,2010,112000.0
1217,1218,20,72.0,8640,,Reg,Gtl,Somerst,1Story,8,5,2009,2009,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,936.0,Unf,0.0,364.0,Ex,Y,1314,0,0,1314,1.0,0.0,2,0,3,1,Gd,Typ,0,,Attchd,2009.0,RFn,552.0,TA,TA,135,112,0,0,0,0,,,,0,9,2009,229456.0
