Id,MSSubClass,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,GarageFinish,GarageCars,GarageArea,EnclosedPorch,YrSold,SalePrice
475,120,StoneBr,8,5,2000,2000,Gd,Gd,1494,1652,1652,2,1,Ex,RFn,2,499,0,2007,251000
476,20,Sawyer,5,6,1963,1963,TA,TA,970,970,970,1,1,TA,Unf,2,624,0,2007,132500
477,20,CollgCr,6,5,1997,1998,TA,Gd,1478,1493,1493,2,1,Gd,Fin,2,508,0,2008,208900
478,60,NridgHt,9,5,2006,2006,Ex,Gd,2153,2069,2643,2,1,Ex,Fin,3,694,0,2007,380000
479,20,CollgCr,8,5,2007,2008,Gd,Ex,1705,1718,1718,2,1,Gd,RFn,3,826,0,2009,297000
480,30,OldTown,4,7,1937,2000,TA,Fa,907,1131,1131,1,1,TA,Unf,2,672,0,2007,89471
481,20,NridgHt,9,5,2004,2005,Gd,Ex,1833,1850,1850,2,1,Gd,Fin,3,772,0,2006,326000
482,20,NridgHt,9,5,2003,2004,Gd,Ex,1792,1792,1792,2,1,Ex,Fin,3,874,0,2006,374000
483,70,OldTown,7,8,1915,2005,Gd,TA,910,916,1826,1,1,Ex,Unf,1,164,0,2009,155000
484,120,Mitchel,6,5,1998,1998,TA,Ex,1216,1216,1216,2,1,TA,Unf,2,402,0,2006,164000
485,20,Sawyer,5,7,1962,2001,TA,TA,999,999,999,1,1,Gd,Unf,1,264,0,2007,132500
486,20,NAmes,5,7,1950,2007,Gd,TA,1113,1113,1113,1,1,Gd,Unf,1,264,120,2009,147000
487,20,NAmes,5,7,1965,1965,TA,TA,1073,1073,1073,1,1,TA,RFn,2,515,0,2007,156000
488,20,NWAmes,5,6,1971,1971,TA,Gd,1484,1484,1484,2,1,TA,Unf,2,487,0,2007,175000
489,190,OldTown,5,4,1900,1970,TA,TA,954,1766,2414,2,2,TA,Unf,2,520,0,2006,160000
490,180,MeadowV,4,8,1970,2002,TA,Gd,630,630,630,1,1,Gd,Unf,1,286,0,2009,86000
491,160,MeadowV,5,6,1976,1976,TA,Gd,264,616,1304,1,1,TA,Fin,1,336,0,2008,115000
492,50,NAmes,6,7,1941,1950,TA,TA,806,958,1578,1,1,Fa,Unf,1,240,32,2006,133000
493,60,Gilbert,6,5,2006,2006,Gd,Gd,728,728,1456,2,1,TA,RFn,2,429,0,2006,172785
494,20,NAmes,5,6,1960,1960,TA,TA,1269,1269,1269,1,1,TA,Unf,1,308,0,2008,155000
495,30,OldTown,5,8,1938,1996,TA,Fa,190,886,886,1,1,TA,Unf,1,273,80,2009,91300
496,30,IDOTRR,4,5,1920,1950,TA,TA,720,720,720,1,1,TA,NA,0,0,115,2009,34900
497,20,NoRidge,8,5,1992,1993,Gd,Gd,3200,3228,3228,3,1,Gd,RFn,2,546,291,2007,430000
498,50,BrkSide,7,6,1925,1950,TA,TA,1026,1133,1820,2,1,TA,Unf,1,240,0,2008,184000
499,20,Sawyer,5,7,1967,2004,TA,TA,864,899,899,1,1,Gd,Fin,1,288,0,2009,130000
500,20,NAmes,5,7,1958,1985,TA,TA,912,912,912,1,1,TA,Fin,1,297,0,2007,120000
501,160,BrDale,6,5,1973,1973,TA,TA,672,672,1218,1,1,TA,Unf,1,264,0,2007,113000
502,60,Somerst,7,5,2005,2005,Gd,Gd,866,866,1768,2,1,Gd,RFn,2,603,0,2008,226700
503,20,Edwards,5,7,1965,1965,TA,TA,1214,1214,1214,1,1,TA,Unf,2,461,184,2007,140000
504,20,Crawfor,7,8,1959,1997,TA,TA,1501,1801,1801,2,1,TA,Fin,2,484,0,2010,289000
505,160,NPkVill,6,5,1974,1974,TA,TA,855,855,1322,2,1,TA,Unf,2,440,0,2009,147000
506,90,OldTown,5,5,1952,1952,TA,TA,960,960,1960,2,2,TA,Unf,2,400,0,2009,124500
507,60,SawyerW,8,5,1993,1994,Gd,Gd,777,1065,1911,2,1,Gd,RFn,2,471,0,2006,215000
508,20,Somerst,6,5,2009,2009,Gd,Gd,1218,1218,1218,2,1,Gd,Fin,2,676,0,2009,208300
509,70,OldTown,7,9,1928,2005,TA,TA,689,689,1378,2,1,Gd,Unf,2,360,116,2008,161000
510,20,NAmes,5,6,1959,1959,TA,TA,1041,1041,1041,1,1,TA,RFn,1,270,0,2009,124500
511,20,NAmes,5,7,1951,2000,Gd,TA,1008,1363,1363,1,1,TA,Unf,1,288,0,2009,164900
512,120,NridgHt,7,5,2005,2006,Gd,Gd,1368,1368,1368,2,1,Gd,RFn,2,474,0,2006,202665
513,20,NAmes,5,5,1958,1958,TA,TA,864,864,864,1,1,TA,Unf,2,624,0,2006,129900
514,20,Mitchel,6,5,1983,1983,TA,TA,1084,1080,1080,1,1,TA,Unf,2,484,158,2007,134000
515,45,Crawfor,5,5,1926,1950,TA,TA,768,789,789,1,1,TA,Unf,1,200,112,2007,96500
516,20,NridgHt,10,5,2009,2009,Ex,Ex,2006,2020,2020,2,1,Ex,Fin,3,900,0,2009,402861
517,80,NWAmes,6,6,1972,1972,TA,TA,689,1378,2119,2,1,TA,RFn,2,583,0,2009,158000
518,60,NoRidge,7,5,1996,1997,Gd,Gd,1264,1277,2344,2,1,Gd,RFn,3,889,0,2009,265000
519,60,CollgCr,6,5,1998,1998,TA,Gd,794,882,1796,2,1,TA,RFn,2,546,0,2007,211000
520,70,Crawfor,7,9,1926,2004,Gd,Gd,1276,1276,2080,1,1,Gd,Unf,1,282,0,2009,234000
521,190,OldTown,4,7,1900,2000,TA,NA,0,694,1294,2,2,TA,NA,0,0,210,2008,106250
522,20,NAmes,6,6,1957,1957,TA,TA,1244,1244,1244,1,1,TA,Unf,1,336,0,2007,150000
523,50,BrkSide,6,7,1947,1950,TA,TA,1004,1004,1664,2,1,TA,Unf,2,420,36,2006,159000
524,60,Edwards,10,5,2007,2008,Ex,Ex,3138,3138,4676,3,1,Ex,Fin,3,884,0,2007,184750
525,60,NoRidge,7,5,1996,1997,Gd,Gd,1379,1383,2398,2,1,Gd,Fin,3,834,0,2007,315750
526,20,Somerst,7,5,2005,2005,Gd,Gd,1257,1266,1266,2,1,Gd,Unf,2,453,0,2006,176000
527,20,NAmes,5,7,1956,2000,TA,Gd,928,928,928,1,1,TA,Unf,1,252,156,2007,132000
528,60,NridgHt,9,5,2008,2008,Ex,Ex,1452,1476,2713,2,1,Ex,Fin,3,858,0,2008,446261
529,30,Edwards,4,7,1920,2002,TA,TA,528,605,605,1,1,TA,NA,0,0,144,2007,86000
530,20,Crawfor,6,3,1957,1975,Gd,TA,2035,2515,2515,3,2,TA,RFn,2,484,200,2007,200624
531,80,Timber,6,5,1988,1989,Gd,Gd,1461,1509,1509,2,1,Gd,RFn,2,600,0,2008,175000
532,70,BrkSide,6,8,1920,1999,TA,Fa,611,751,1362,2,1,TA,Fin,2,502,84,2008,128000
533,20,NAmes,5,7,1955,2007,TA,NA,0,827,827,1,1,TA,Unf,1,392,0,2010,107500
534,20,BrkSide,1,3,1946,1950,Fa,NA,0,334,334,1,1,Fa,NA,0,0,0,2007,39300
535,60,Gilbert,8,5,2004,2004,Gd,Ex,707,707,1414,2,1,Gd,Fin,2,403,0,2006,178000
536,190,Edwards,5,7,1910,1991,TA,Gd,1117,820,1347,1,1,TA,NA,0,0,148,2008,107500
537,60,CollgCr,7,5,1998,1999,TA,Gd,880,880,1724,2,1,Gd,Fin,2,527,0,2008,188000
538,20,NAmes,4,5,1972,1972,TA,TA,864,864,864,1,1,TA,Unf,2,576,0,2008,111250
539,20,Sawyer,5,5,1968,1968,TA,TA,1051,1159,1159,1,1,TA,Unf,1,336,0,2006,158000
540,20,CollgCr,8,5,2001,2002,Gd,Gd,1581,1601,1601,2,1,Gd,RFn,2,670,0,2010,272000
541,20,Timber,9,5,2006,2006,Ex,Ex,1838,1838,1838,2,1,Ex,Fin,3,765,0,2009,315000
542,60,NoRidge,8,5,2000,2000,Gd,Gd,969,997,2285,2,1,Gd,Fin,3,648,0,2007,248000
543,20,NWAmes,7,5,1998,1999,Gd,Ex,1650,1680,1680,2,1,Gd,Fin,2,583,0,2009,213250
544,120,NAmes,7,5,1998,1998,TA,Gd,723,767,767,1,1,TA,Fin,1,367,0,2007,133000
545,60,Gilbert,7,5,2006,2006,Gd,Gd,654,664,1496,2,1,Gd,RFn,2,426,0,2006,179665
546,50,NWAmes,7,5,1988,1988,Gd,Gd,1204,1377,2183,2,1,Gd,Unf,3,786,0,2006,229000
547,50,BrkSide,6,7,1923,1950,TA,Gd,1065,915,1635,1,1,TA,Unf,2,440,0,2007,210000
548,85,Mitchel,5,7,1970,1970,TA,Gd,768,768,768,1,1,TA,Unf,2,624,0,2007,129500
549,20,OldTown,5,7,1955,1995,TA,TA,825,825,825,1,1,TA,RFn,2,720,0,2008,125000
550,60,Somerst,7,5,2003,2004,Gd,Gd,912,912,2094,2,1,Gd,Fin,2,615,0,2009,263000
551,120,NPkVill,6,6,1977,1977,TA,Gd,1069,1069,1069,2,1,TA,RFn,2,440,0,2008,140000
552,20,OldTown,5,6,1957,1957,TA,TA,928,928,928,1,1,TA,Fin,1,288,0,2008,112500
553,20,NridgHt,8,5,2006,2006,Gd,Ex,1709,1717,1717,2,1,Gd,RFn,3,908,0,2009,255500
554,20,Edwards,4,5,1949,2003,TA,NA,0,1126,1126,2,1,Gd,Fin,2,520,0,2009,108000
555,60,NridgHt,7,5,2003,2004,Gd,Gd,998,1006,2046,2,1,Gd,RFn,3,871,0,2008,284000
556,45,BrkSide,5,6,1922,1950,TA,TA,993,1048,1048,1,1,TA,Unf,1,280,116,2006,113000
557,20,NAmes,5,5,1957,1957,TA,TA,1092,1092,1092,1,1,TA,Fin,1,299,0,2006,141000
558,50,IDOTRR,4,6,1920,1950,TA,TA,637,897,1336,1,1,TA,Unf,1,570,120,2006,108000
559,60,Gilbert,7,5,1996,1997,TA,Gd,729,729,1446,2,1,TA,Unf,2,406,0,2008,175000
560,120,Blmngtn,7,5,2003,2004,Gd,Gd,1374,1557,1557,2,1,Gd,Fin,2,420,0,2006,234000
561,20,Sawyer,5,6,1957,1996,TA,Gd,1392,1392,1392,1,1,TA,Unf,2,528,0,2010,121500
562,20,Mitchel,5,5,1974,1975,TA,Gd,1389,1389,1389,1,1,TA,RFn,2,418,0,2006,170000
563,30,Edwards,5,6,1940,1969,TA,TA,996,996,996,1,1,TA,NA,0,0,0,2008,108000
564,50,Edwards,6,7,1918,1950,TA,Gd,1163,1163,1674,2,1,TA,Fin,2,396,0,2008,185000
565,60,NoRidge,7,5,1992,2000,Gd,Gd,1095,1166,2295,2,1,Gd,RFn,2,590,0,2006,268000
566,70,SWISU,6,4,1915,1950,TA,Gd,806,841,1647,1,1,Fa,Unf,1,216,136,2010,128000
567,60,StoneBr,9,5,2005,2007,Gd,Gd,1122,1134,2504,2,1,Ex,Fin,3,656,0,2008,325000
568,20,NridgHt,7,5,2004,2004,Gd,Gd,1517,1535,1535,2,1,Gd,RFn,2,532,0,2010,214000
569,50,SawyerW,8,8,1983,2009,Gd,Gd,1496,1496,2132,1,1,Gd,Fin,2,612,0,2009,316600
570,90,NAmes,5,5,1979,1979,TA,Gd,943,943,943,1,1,TA,Unf,2,600,0,2006,135960
571,90,NAmes,5,5,1965,1965,TA,TA,1728,1728,1728,2,2,TA,Unf,2,576,0,2008,142600
572,20,NAmes,6,6,1959,1959,TA,TA,864,864,864,1,1,Gd,Unf,1,288,0,2006,120000
573,60,Timber,7,5,2009,2009,TA,Ex,846,846,1692,2,1,Gd,RFn,2,650,0,2009,224500
574,80,Gilbert,7,5,2000,2000,TA,Gd,384,774,1430,2,1,TA,RFn,2,400,0,2007,170000
575,80,NAmes,5,7,1971,2005,TA,TA,372,576,1109,1,1,TA,Unf,1,288,0,2007,139000
576,50,NAmes,5,5,1947,1950,TA,TA,832,832,1216,1,1,TA,Unf,1,336,102,2008,118500
577,50,SWISU,7,7,1928,1950,TA,TA,861,877,1477,2,1,TA,Unf,1,216,0,2009,145000
578,80,Sawyer,5,6,1966,1966,TA,TA,1164,1320,1320,1,1,TA,RFn,2,564,240,2006,164500
579,160,Somerst,7,5,2007,2007,Gd,Gd,689,703,1392,2,1,Gd,Unf,2,540,0,2008,146000
580,50,OldTown,5,5,1954,1954,TA,TA,1050,1050,1795,2,1,TA,Unf,1,352,0,2008,131500
581,20,NAmes,6,6,1960,1987,TA,TA,1144,1429,1429,1,1,Gd,Unf,2,572,0,2007,181900
582,20,NridgHt,8,5,2008,2009,Ex,Ex,2042,2042,2042,2,1,Ex,RFn,3,1390,0,2009,253293
583,90,Edwards,6,5,1990,1990,TA,Gd,816,816,816,1,1,TA,NA,0,0,0,2007,118500
584,75,OldTown,10,9,1893,2000,Ex,TA,1237,1521,2775,3,1,Gd,Unf,2,880,0,2008,325000
585,50,BrkSide,4,7,1935,1995,TA,TA,884,989,1573,1,1,Gd,Unf,1,240,54,2009,133000
586,20,Timber,8,5,2005,2006,Gd,Ex,1868,2028,2028,2,1,Gd,RFn,3,880,0,2006,369900
587,30,BrkSide,6,7,1918,2000,TA,TA,816,838,838,1,1,Fa,Fin,1,275,112,2008,130000
588,85,Sawyer,5,6,1982,1982,TA,TA,840,860,860,1,1,TA,Unf,2,528,0,2009,137000
589,20,ClearCr,5,8,1968,2003,TA,TA,1437,1473,1473,1,1,Ex,Unf,1,452,0,2009,143000
590,40,BrkSide,5,6,1930,1960,TA,TA,742,779,935,1,1,TA,Unf,1,308,0,2008,79500
591,60,CollgCr,7,5,2004,2004,Gd,Gd,770,770,1582,2,1,Gd,RFn,2,520,0,2008,185900
592,60,NridgHt,10,5,2008,2008,Ex,Ex,1722,1728,2296,2,1,Ex,RFn,3,842,0,2009,451950
593,20,Mitchel,5,8,1982,2003,TA,TA,816,816,816,1,1,TA,Fin,2,816,0,2008,138000
594,120,CollgCr,6,5,2003,2003,Gd,Gd,848,848,848,1,1,Gd,Fin,2,420,0,2009,140000
595,20,CollgCr,5,6,1975,1975,TA,Gd,924,924,924,1,1,TA,Unf,1,280,0,2008,110000
596,20,StoneBr,8,5,2005,2006,Gd,Gd,1814,1826,1826,2,1,Gd,Fin,3,758,0,2006,319000
597,70,OldTown,6,7,1910,1993,TA,TA,684,684,1368,1,1,TA,Unf,1,216,0,2006,114504
598,120,Blmngtn,7,5,2006,2007,Gd,Ex,1258,1402,1402,0,1,Gd,Fin,3,648,0,2007,194201
599,20,Crawfor,5,6,1977,1977,TA,Gd,1430,1647,1647,2,1,Gd,Fin,2,621,0,2006,217500
600,160,Blueste,6,6,1980,1980,TA,Gd,716,716,1556,2,1,TA,Fin,2,452,0,2008,151000
601,60,NridgHt,8,5,2005,2005,Gd,Gd,1058,1058,1904,2,1,Ex,Fin,2,736,0,2006,275000
602,50,IDOTRR,6,6,1937,1950,TA,TA,780,780,1375,1,1,Gd,Unf,1,544,0,2007,141000
603,60,SawyerW,8,5,1992,1992,Gd,Gd,908,927,1915,2,1,Gd,Fin,2,506,0,2006,220000
604,160,Somerst,7,5,2004,2005,Gd,Gd,600,600,1200,2,1,Gd,RFn,2,480,0,2010,151000
605,20,CollgCr,7,5,2002,2002,Gd,Gd,1494,1494,1494,2,1,Gd,RFn,2,530,0,2008,221000
606,60,NAmes,7,6,1965,1990,TA,TA,768,1186,1986,2,1,TA,Unf,2,486,0,2009,205000
607,20,CollgCr,5,5,1996,1996,TA,Gd,1040,1040,1040,1,1,Gd,Unf,2,576,0,2009,152000
608,20,Edwards,5,8,1948,2002,TA,TA,896,1112,2008,3,1,Ex,Unf,1,230,0,2006,225000
609,70,Crawfor,8,6,1934,1998,TA,Gd,965,1940,3194,2,1,TA,Unf,2,380,0,2007,359100
610,20,Sawyer,4,5,1961,1961,TA,TA,1029,1029,1029,1,1,TA,Unf,1,261,39,2007,118500
611,60,CollgCr,9,5,2000,2000,Gd,Ex,1440,1476,2153,2,1,Ex,Fin,3,736,0,2009,313000
612,80,NWAmes,6,6,1978,1978,TA,Gd,1032,1032,1032,2,1,TA,Unf,2,564,0,2007,148000
613,60,CollgCr,8,5,2001,2001,Gd,Gd,1299,1299,1872,2,1,Ex,RFn,2,531,0,2009,261500
614,20,Mitchel,5,5,2007,2007,TA,Gd,1120,1120,1120,1,1,TA,NA,0,0,0,2007,147000
615,180,MeadowV,4,6,1972,1972,TA,Gd,630,630,630,1,1,TA,NA,0,0,0,2010,75500
616,85,NAmes,6,7,1963,1963,TA,TA,936,1054,1054,1,1,Gd,RFn,2,480,0,2010,137500
617,60,Gilbert,6,5,2002,2003,Gd,Gd,783,807,1509,2,1,Gd,Fin,2,393,0,2006,183200
618,45,NAmes,6,6,1954,1954,TA,TA,832,832,832,1,1,Gd,Unf,2,528,0,2008,105500
619,20,NridgHt,9,5,2007,2007,Ex,Ex,1822,1828,1828,2,1,Gd,Unf,3,774,0,2007,314813
620,60,Timber,8,5,2003,2003,Gd,Gd,1482,1482,2262,2,1,Gd,Fin,3,749,0,2008,305000
621,30,Edwards,3,3,1914,1950,TA,TA,864,864,864,1,1,TA,NA,0,0,100,2008,67000
622,60,NWAmes,6,7,1974,1997,TA,TA,1522,1548,2614,2,1,TA,RFn,2,624,0,2008,240000
623,20,Sawyer,5,6,1977,1977,TA,TA,980,980,980,1,1,TA,Unf,2,484,0,2009,135000
624,160,Somerst,6,5,2000,2000,Gd,Gd,756,756,1512,2,1,Gd,Unf,2,440,0,2007,168500
625,60,NWAmes,6,5,1972,1972,TA,TA,732,1012,1790,1,1,TA,RFn,2,484,0,2006,165150
626,20,NAmes,6,6,1962,1962,TA,TA,1116,1116,1116,1,1,TA,Unf,2,440,0,2010,160000
627,20,NAmes,5,5,1960,1978,TA,TA,978,1422,1422,1,1,TA,RFn,1,286,36,2007,139900
628,80,NAmes,6,6,1955,1972,TA,TA,1156,1520,1520,1,1,TA,RFn,1,364,189,2010,153000
629,60,NAmes,5,5,1969,1969,TA,Gd,1040,1040,2080,1,1,Fa,Unf,2,504,0,2007,135000
630,80,NAmes,6,5,1964,1964,TA,TA,1248,1350,1350,1,1,TA,RFn,2,520,0,2008,168500
631,70,OldTown,5,6,1880,1991,TA,Fa,636,1089,1750,1,1,Ex,Unf,1,240,293,2006,124000
632,120,NridgHt,8,5,2006,2006,Gd,Gd,1554,1554,1554,2,1,Gd,RFn,2,627,0,2007,209500
633,20,NWAmes,7,5,1977,1977,TA,TA,1386,1411,1411,2,1,TA,Fin,2,544,0,2009,82500
634,20,NAmes,5,7,1954,2005,TA,TA,1056,1056,1056,1,1,TA,Unf,1,260,0,2007,139400
635,90,OldTown,6,5,1980,1980,TA,TA,1056,1056,1056,0,2,TA,Unf,2,576,0,2010,144000
636,190,SWISU,6,7,1914,1995,Fa,TA,1440,1440,3395,2,2,Fa,NA,0,0,0,2007,200000
637,30,BrkSide,2,3,1936,1950,Fa,TA,264,800,800,1,1,Fa,NA,0,0,0,2009,60000
638,190,OldTown,5,4,1954,1954,TA,TA,811,811,1387,2,2,Gd,Unf,1,256,0,2009,93000
639,30,Edwards,5,7,1910,1950,TA,Fa,796,796,796,1,1,TA,NA,0,0,164,2008,85000
640,120,Blmngtn,8,5,2006,2006,Gd,Gd,1520,1567,1567,2,1,Ex,Fin,3,648,0,2006,264561
641,120,NridgHt,8,5,2003,2004,Ex,Ex,1518,1518,1518,1,1,Ex,RFn,2,588,0,2008,274000
642,60,Somerst,7,5,2001,2001,Gd,Gd,1057,1057,1929,2,1,Gd,Fin,2,650,0,2007,226000
643,80,NAmes,8,7,1972,1995,Gd,Gd,1952,2000,2704,2,1,Ex,Fin,2,538,0,2009,345000
644,60,NWAmes,5,5,1969,1969,TA,TA,780,780,1620,2,1,TA,Fin,2,462,0,2007,152000
645,20,Somerst,9,5,2009,2009,Ex,Ex,1766,1766,1766,2,1,Ex,Fin,3,478,0,2009,370878
646,20,NAmes,6,5,1971,1971,TA,TA,981,981,981,1,1,TA,Unf,2,576,40,2007,143250
647,20,NAmes,5,5,1950,1950,TA,NA,0,1048,1048,1,1,TA,Unf,2,420,0,2008,98300
648,20,Edwards,6,5,1953,1953,TA,TA,1094,1094,1094,1,1,TA,RFn,2,495,0,2008,155000
649,60,NAmes,6,5,1966,1966,TA,TA,756,1051,1839,1,1,TA,Unf,2,442,216,2010,155000
650,180,MeadowV,4,6,1970,1970,TA,Gd,630,630,630,1,1,TA,NA,0,0,0,2007,84500
651,60,Somerst,7,6,2007,2007,Gd,Gd,813,822,1665,2,1,Gd,RFn,2,562,0,2008,205950
652,70,Edwards,4,5,1940,1950,TA,TA,755,755,1510,1,1,TA,Unf,1,296,0,2009,108000
653,60,CollgCr,7,5,1996,1996,Gd,Gd,880,909,1716,2,1,Gd,RFn,2,512,0,2009,191000
654,50,IDOTRR,6,7,1906,1995,TA,TA,756,756,1469,1,1,TA,Unf,1,216,239,2008,135000
655,20,NoRidge,8,6,1995,1995,Gd,Gd,2109,2113,2113,2,1,Gd,Fin,3,839,0,2008,350000
656,160,BrDale,6,5,1971,1971,TA,TA,525,525,1092,1,1,TA,Unf,1,264,0,2010,88000
657,20,NAmes,5,7,1959,2006,Gd,TA,1053,1053,1053,1,1,Gd,RFn,1,312,0,2008,145500
658,70,Crawfor,7,6,1931,2000,TA,Gd,776,851,1502,1,1,TA,RFn,1,270,112,2008,149000
659,50,NAmes,6,5,1948,1950,TA,TA,912,912,1458,1,1,TA,Unf,1,330,0,2010,97500
660,20,Edwards,5,7,1964,1999,TA,TA,1486,1486,1486,1,1,TA,Fin,2,480,0,2009,167000
661,60,NWAmes,7,7,1976,1976,TA,Gd,793,1142,1935,2,1,TA,RFn,2,550,252,2007,197900
662,60,NoRidge,8,7,1994,2005,Gd,Gd,1629,1686,2448,2,1,Gd,RFn,3,711,0,2009,402000
663,20,NAmes,6,3,1968,1968,TA,Fa,1392,1392,1392,1,1,TA,RFn,2,576,240,2009,110000
664,85,Edwards,4,5,1972,1972,TA,Gd,1138,1181,1181,2,1,TA,RFn,2,588,180,2008,137500
665,20,Somerst,8,5,2005,2006,Gd,Ex,2077,2097,2097,1,1,Ex,Fin,3,1134,0,2006,423000
666,60,Gilbert,8,5,2000,2000,Gd,Gd,1406,1454,1936,2,1,Gd,RFn,2,504,0,2006,230500
667,60,NAmes,6,5,1965,1979,TA,Gd,1021,1465,2380,2,1,TA,Unf,2,596,0,2007,129000
668,20,SawyerW,6,5,1994,1998,TA,Gd,1408,1679,1679,2,1,Gd,RFn,2,575,0,2008,193500
669,20,Sawyer,5,6,1956,1987,TA,TA,1188,1437,1437,1,1,TA,Unf,2,576,0,2006,168000
670,30,Crawfor,4,5,1922,1950,TA,Fa,700,1180,1180,1,1,Fa,Unf,1,252,67,2006,137500
671,60,CollgCr,6,5,2005,2005,Gd,Gd,738,738,1476,2,1,Gd,Fin,2,540,0,2009,173500
672,70,Edwards,6,6,1925,1950,TA,TA,672,697,1369,2,1,TA,Unf,1,300,0,2009,103600
673,20,Veenker,6,6,1977,1977,Gd,Gd,1208,1208,1208,1,1,TA,RFn,2,546,0,2006,165000
674,20,Crawfor,6,7,1957,2004,TA,TA,1477,1839,1839,2,1,Gd,Fin,2,416,0,2007,257500
675,20,NAmes,6,6,1965,1965,TA,TA,1136,1136,1136,1,1,TA,RFn,1,384,0,2008,140000
676,160,NPkVill,6,6,1978,1978,TA,TA,855,855,1441,2,1,TA,Unf,2,440,0,2009,148500
677,70,OldTown,4,2,1900,1950,TA,TA,1095,1095,1774,2,2,TA,Unf,3,779,90,2006,87000
678,30,OldTown,5,8,1924,2006,Gd,TA,768,792,792,1,1,Gd,Unf,1,240,120,2009,109500
679,20,StoneBr,8,5,2008,2008,Gd,Ex,2046,2046,2046,2,1,Gd,Fin,3,834,0,2009,372500
680,20,Sawyer,5,5,1961,1961,TA,TA,988,988,988,1,1,TA,Unf,2,572,0,2007,128500
681,120,SawyerW,6,5,1980,1980,TA,Gd,923,923,923,2,1,TA,RFn,1,264,0,2010,143000
682,50,SWISU,5,5,1932,2000,TA,TA,793,848,1520,1,1,TA,Unf,1,281,56,2009,159434
683,120,ClearCr,6,5,1996,1997,TA,Gd,1291,1291,1291,1,1,Gd,Unf,2,431,0,2008,173000
684,20,CollgCr,9,5,2002,2002,Gd,Gd,1626,1668,1668,2,1,Gd,Fin,3,702,0,2007,285000
685,60,NoRidge,7,5,1998,1998,Gd,Gd,1195,1195,1839,2,1,TA,Fin,2,486,0,2010,221000
686,160,StoneBr,7,5,1984,1984,Gd,Gd,1190,1190,2090,2,1,Gd,Fin,2,577,0,2007,207500
687,60,Somerst,7,6,2007,2007,Gd,Gd,874,874,1761,3,1,Gd,Fin,2,578,0,2007,227875
688,160,Somerst,7,5,2004,2004,Gd,Gd,551,551,1102,2,1,Gd,Unf,2,480,0,2007,148800
689,20,StoneBr,8,6,2007,2007,Gd,Gd,1419,1419,1419,2,1,Gd,RFn,2,567,0,2007,392000
690,120,NridgHt,6,5,2005,2006,Gd,Gd,1362,1362,1362,2,1,Gd,RFn,2,460,0,2007,194700
691,120,CollgCr,6,5,2004,2004,Gd,Gd,848,848,848,1,1,Gd,RFn,2,420,0,2008,141000
692,60,NoRidge,10,6,1994,1995,Ex,Ex,2444,2444,4316,3,1,Ex,Fin,3,832,0,2007,755000
693,60,Timber,7,5,1989,1990,Gd,Gd,1210,1238,2519,2,1,Gd,RFn,2,628,0,2006,335000
694,30,OldTown,5,6,1921,1968,TA,TA,1073,1073,1073,1,1,TA,Unf,1,326,112,2006,108480
695,50,BrkSide,5,6,1936,1950,TA,TA,927,1067,1539,1,1,TA,Unf,2,576,0,2009,141500
696,20,Timber,6,6,1987,1987,TA,Gd,1112,1137,1137,2,1,Gd,Unf,2,551,0,2006,176000
697,30,BrkSide,5,7,1921,1950,TA,TA,616,616,616,1,1,TA,Unf,1,205,129,2006,89000
698,20,Edwards,5,7,1952,1952,TA,Ex,980,1148,1148,1,1,TA,Unf,1,308,0,2006,123500
699,20,Sawyer,5,8,1965,2009,TA,TA,894,894,894,1,1,TA,Unf,1,336,0,2010,138500
700,120,Somerst,7,5,2004,2004,Gd,Gd,1391,1391,1391,2,1,Gd,RFn,2,530,0,2008,196000
701,20,Timber,8,5,2002,2002,Gd,Ex,1800,1800,1800,2,1,Gd,Fin,3,765,0,2006,312500
702,20,NWAmes,7,5,1969,1969,TA,TA,1164,1164,1164,1,1,TA,Unf,2,528,0,2006,140000
703,60,StoneBr,8,5,2006,2006,Ex,Ex,1234,1264,2576,2,1,Ex,Fin,3,666,0,2006,361919
704,190,OldTown,5,9,1900,1996,TA,Gd,360,1032,1812,2,2,Gd,Unf,2,672,40,2010,140000
705,20,CollgCr,7,5,2004,2005,Gd,Gd,1473,1484,1484,2,1,Gd,RFn,2,606,0,2010,213000
706,190,IDOTRR,4,5,1930,1950,Fa,NA,0,372,1092,2,2,Fa,NA,0,0,0,2010,55000
707,20,ClearCr,7,5,1971,2002,TA,Gd,1643,1824,1824,2,1,Gd,Unf,2,739,0,2007,302000
708,120,NridgHt,8,5,2006,2006,Gd,Gd,1324,1324,1324,2,1,Gd,Fin,2,550,0,2009,254000
709,60,Gilbert,7,5,2007,2007,Gd,Gd,728,728,1456,2,1,Gd,Fin,2,400,0,2007,179540
710,20,Sawyer,5,7,1966,1966,TA,TA,876,904,904,1,1,TA,Unf,1,408,0,2008,109900
711,30,BrkSide,3,6,1935,2003,Gd,TA,270,729,729,1,1,TA,NA,0,0,0,2008,52000
712,50,IDOTRR,4,7,1900,1950,TA,TA,859,859,1178,1,1,TA,RFn,1,384,98,2010,102776
713,120,StoneBr,8,5,1988,1989,Gd,Gd,1228,1228,1228,2,1,Gd,Fin,2,472,0,2008,189000
